id_transaction,type_transaction,reference_transaction,cree_le,cree_par_id_utilisateur,statut,notes,no_ligne,id_produit,quantite,id_emplacement_source,id_emplacement_destination,lot_serie,code_motif,sku,nom_produit,unite_mesure,categorie,actif,colisage fardeau,colisage palette,volume pcs (m3),Poids(kg),Is_Gerbable
BL/ME25/03449,DELIVERY,BL/ME25/03449,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id ME005,,31960,120,571,COSTUMER LOCATION,,,,,Unité(s),MODULE,True,60,2600,0.037,0,False
BL/ME25/03449,DELIVERY,BL/ME25/03449,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id ME005,,31952,60,334,COSTUMER LOCATION,,,,,Unité(s),MODULE,True,60,1500,0.037,0,False
BL/ME25/03449,DELIVERY,BL/ME25/03449,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id ME005,,31953,240,46,COSTUMER LOCATION,,,,,Unité(s),MODULE,True,60,1700,0.037,0,False
BL/ME25/03449,DELIVERY,BL/ME25/03449,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id ME005,,31898,80,589,COSTUMER LOCATION,,,,,Unité(s),MODULE,True,80,2900,0.037,0,True
BL/ME25/03449,DELIVERY,BL/ME25/03449,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id ME005,,31484,840,583,COSTUMER LOCATION,,,,,Unité(s),DISPINA METALIC,True,120,1900,0.037,0,True
BL/ME25/03449,DELIVERY,BL/ME25/03449,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id ME005,,31509,360,310,COSTUMER LOCATION,,,,,Unité(s),DISPINA METALIC,True,120,2300,0.037,0,False
BL/ME25/03449,DELIVERY,BL/ME25/03449,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id ME005,,31499,80,583,COSTUMER LOCATION,,,,,Unité(s),DISPINA METALIC,True,80,2400,0.037,0,True
BL/ME25/03449,DELIVERY,BL/ME25/03449,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id ME005,,32013,5,243,COSTUMER LOCATION,,,,,Unité(s),STYLE,True,1,1900,0.025,0,False
BL/ME25/03449,DELIVERY,BL/ME25/03449,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id ME005,,34395,32,306,COSTUMER LOCATION,,,,,Unité(s),ICON,True,32,1900,0.041,0,False
BL/ME25/03449,DELIVERY,BL/ME25/03449,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id ME005,,31584,500,537,COSTUMER LOCATION,,,,,Unité(s),EVOLUTION PLUS,True,100,1700,0.034,0,False
BL/ME25/03449,DELIVERY,BL/ME25/03449,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id ME005,,31578,100,384,COSTUMER LOCATION,,,,,Unité(s),EVOLUTION PLUS,True,100,2600,0.034,0,False
BL/ME25/03449,DELIVERY,BL/ME25/03449,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id ME005,,31723,1400,214,COSTUMER LOCATION,,,,,Unité(s),MONO ACCESSOIRES,True,200,3000,0.025,0,True
BL/ME25/03449,DELIVERY,BL/ME25/03449,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id ME005,,31729,1500,535,COSTUMER LOCATION,,,,,Unité(s),MONO ACCESSOIRES,True,150,1500,0.034,0,True
BL/ME25/03449,DELIVERY,BL/ME25/03449,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id ME005,,31732,1000,540,COSTUMER LOCATION,,,,,Unité(s),MONO ACCESSOIRES,True,200,1300,0.034,0,True
BL/ME25/03449,DELIVERY,BL/ME25/03449,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id ME005,,31373,240,637,COSTUMER LOCATION,,,,,Unité(s),MINI DISJONCTEUR,True,120,3000,0.026,0,False
BL/ME25/03449,DELIVERY,BL/ME25/03449,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id ME005,,31375,120,214,COSTUMER LOCATION,,,,,Unité(s),MINI DISJONCTEUR,True,120,1400,0.018,0,True
BL/ME25/03449,DELIVERY,BL/ME25/03449,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id ME005,,31377,120,214,COSTUMER LOCATION,,,,,Unité(s),MINI DISJONCTEUR,True,120,2700,0.018,0,True
BL/ME25/03449,DELIVERY,BL/ME25/03449,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id ME005,,31778,50,628,COSTUMER LOCATION,,,,,Unité(s),SPOT,True,10,1900,0.07,0,True
BL/ME25/03449,DELIVERY,BL/ME25/03449,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id ME005,,31866,420,18,COSTUMER LOCATION,,,,,Unité(s),MODULE,True,60,2900,0.037,0,True
BL/ME25/03449,DELIVERY,BL/ME25/03449,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id ME005,,31848,240,311,COSTUMER LOCATION,,,,,Unité(s),MODULE,True,60,2200,0.037,0,True
BL/ME25/03449,DELIVERY,BL/ME25/03449,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id ME005,,31552,240,364,COSTUMER LOCATION,,,,,Unité(s),EVOLUTION,True,80,2500,0.037,0,False
BL/ME25/03449,DELIVERY,BL/ME25/03449,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id ME005,,31587,300,297,COSTUMER LOCATION,,,,,Unité(s),EVOLUTION PLUS,True,100,1500,0.034,0,False
BL/ME25/03449,DELIVERY,BL/ME25/03449,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id ME005,,31594,300,549,COSTUMER LOCATION,,,,,Unité(s),EVOLUTION PLUS,True,100,1400,0.034,0,False
BL/ME25/03449,DELIVERY,BL/ME25/03449,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id ME005,,31725,1500,532,COSTUMER LOCATION,,,,,Unité(s),MONO ACCESSOIRES,True,150,2900,0.034,0,True
BL/ME25/03449,DELIVERY,BL/ME25/03449,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id ME005,,31734,80,289,COSTUMER LOCATION,,,,,Unité(s),MONO ACCESSOIRES,True,20,2800,0.034,0,True
BL/ME25/03449,DELIVERY,BL/ME25/03449,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id ME005,,31876,120,329,COSTUMER LOCATION,,,,,Unité(s),MODULE,True,60,1200,0.037,0,False
BL/ME25/03449,DELIVERY,BL/ME25/03449,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id ME005,,31858,600,583,COSTUMER LOCATION,,,,,Unité(s),MODULE,True,60,1500,0.037,0,True
BL/ME25/03449,DELIVERY,BL/ME25/03449,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id ME005,,31860,300,565,COSTUMER LOCATION,,,,,Unité(s),MODULE,True,60,2100,0.037,0,True
BL/ME25/03449,DELIVERY,BL/ME25/03449,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id ME005,,31801,120,18,COSTUMER LOCATION,,,,,Unité(s),MODULE,True,60,2400,0.037,0,True
BL/ME25/03449,DELIVERY,BL/ME25/03449,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id ME005,,31796,120,21,COSTUMER LOCATION,,,,,Unité(s),MODULE,True,60,1100,0.037,0,True
BL/ME25/03449,DELIVERY,BL/ME25/03449,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id ME005,,31794,120,569,COSTUMER LOCATION,,,,,Unité(s),MODULE,True,60,1400,0.037,0,True
BL/ME25/03449,DELIVERY,BL/ME25/03449,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id ME005,,31798,180,321,COSTUMER LOCATION,,,,,Unité(s),MODULE,True,60,1300,0.037,0,True
BL/ME25/03449,DELIVERY,BL/ME25/03449,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id ME005,,31799,420,583,COSTUMER LOCATION,,,,,Unité(s),MODULE,True,60,1000,0.037,0,True
BL/ME25/03449,DELIVERY,BL/ME25/03449,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id ME005,,31887,120,567,COSTUMER LOCATION,,,,,Unité(s),MODULE,True,60,2300,0.037,0,True
BL/ME25/03449,DELIVERY,BL/ME25/03449,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id ME005,,31940,180,582,COSTUMER LOCATION,,,,,Unité(s),MODULE,True,60,1900,0.037,0,False
BL/ME25/03449,DELIVERY,BL/ME25/03449,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id ME005,,31938,60,583,COSTUMER LOCATION,,,,,Unité(s),MODULE,True,60,2200,0.037,0,False
BL/ME25/03449,DELIVERY,BL/ME25/03449,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id ME005,,31850,0,504,COSTUMER LOCATION,,,,,Unité(s),MODULE,True,80,2400,0.037,0,True
BL/ME25/03449,DELIVERY,BL/ME25/03449,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id ME005,,31850,0,346,COSTUMER LOCATION,,,,,Unité(s),MODULE,True,80,2400,0.037,0,True
BL/ME25/03449,DELIVERY,BL/ME25/03449,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id ME005,,31850,0,348,COSTUMER LOCATION,,,,,Unité(s),MODULE,True,80,2400,0.037,0,True
BL/ME25/03449,DELIVERY,BL/ME25/03449,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id ME005,,31737,2000,524,COSTUMER LOCATION,,,,,Unité(s),MONO ACCESSOIRES,True,200,1300,0.038,0,True
BL/ME25/03449,DELIVERY,BL/ME25/03449,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id ME005,,31850,0,361,COSTUMER LOCATION,,,,,Unité(s),MODULE,True,80,2400,0.037,0,True
BL/ME25/03449,DELIVERY,BL/ME25/03449,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id ME005,,31850,0,619,COSTUMER LOCATION,,,,,Unité(s),MODULE,True,80,2400,0.037,0,True
BL/ME25/03449,DELIVERY,BL/ME25/03449,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id ME005,,31850,0,360,COSTUMER LOCATION,,,,,Unité(s),MODULE,True,80,2400,0.037,0,True
BL/ME25/03449,DELIVERY,BL/ME25/03449,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id ME005,,31850,0,335,COSTUMER LOCATION,,,,,Unité(s),MODULE,True,80,2400,0.037,0,True
BL/ME25/03441,DELIVERY,BL/ME25/03441,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MC008,,32089,30,366,COSTUMER LOCATION,,,,,Unité(s),TABLEAUX DISTRIBUTION,True,3,1600,0.02,0,True
BL/ME25/03441,DELIVERY,BL/ME25/03441,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MC008,,32085,30,628,COSTUMER LOCATION,,,,,Unité(s),TABLEAUX DISTRIBUTION,True,6,2500,0.027,0,True
BL/ME25/03441,DELIVERY,BL/ME25/03441,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MC008,,32079,30,628,COSTUMER LOCATION,,,,,Unité(s),TABLEAUX DISTRIBUTION,True,6,1500,0.027,0,True
BL/ME25/03441,DELIVERY,BL/ME25/03441,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MC008,,32124,90,303,COSTUMER LOCATION,,,,,Unité(s),SPOT,True,90,2700,0.05,0,True
BL/ME25/03441,DELIVERY,BL/ME25/03441,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MC008,,32005,180,652,COSTUMER LOCATION,,,,,Unité(s),OCTANS,True,90,1100,0.041,0,False
BL/ME25/03441,DELIVERY,BL/ME25/03441,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MC008,,32004,80,627,COSTUMER LOCATION,,,,,Unité(s),OCTANS,True,40,2600,0.041,0,False
BL/ME25/03441,DELIVERY,BL/ME25/03441,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MC008,,32003,180,627,COSTUMER LOCATION,,,,,Unité(s),OCTANS,True,90,2100,0.041,0,False
BL/ME25/03441,DELIVERY,BL/ME25/03441,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MC008,,32001,180,653,COSTUMER LOCATION,,,,,Unité(s),OCTANS,True,90,3000,0.041,0,False
BL/ME25/03441,DELIVERY,BL/ME25/03441,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MC008,,31993,1000,524,COSTUMER LOCATION,,,,,Unité(s),OBERON,True,100,2300,0.041,0,False
BL/ME25/03441,DELIVERY,BL/ME25/03441,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MC008,,31987,50,649,COSTUMER LOCATION,,,,,Unité(s),OBERON,True,10,1200,0.041,0,False
BL/ME25/03441,DELIVERY,BL/ME25/03441,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MC008,,34397,100,307,COSTUMER LOCATION,,,,,Unité(s),ICON,True,50,1600,0.041,0,False
BL/ME25/03441,DELIVERY,BL/ME25/03441,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MC008,,34019,100,602,COSTUMER LOCATION,,,,,Unité(s),ICON,True,100,2400,0.041,0,False
BL/ME25/03441,DELIVERY,BL/ME25/03441,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MC008,,34013,500,625,COSTUMER LOCATION,,,,,Unité(s),ICON,True,100,3000,0.041,0,False
BL/ME25/03441,DELIVERY,BL/ME25/03441,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MC008,,34018,200,290,COSTUMER LOCATION,,,,,Unité(s),ICON,True,100,1800,0.041,0,False
BL/ME25/03441,DELIVERY,BL/ME25/03441,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MC008,,31731,500,61,COSTUMER LOCATION,,,,,Unité(s),MONO ACCESSOIRES,True,100,2200,0.034,0,True
BL/ME25/03441,DELIVERY,BL/ME25/03441,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MC008,,31558,200,1403,COSTUMER LOCATION,,,,,Unité(s),EVOLUTION,True,100,1900,0.037,0,False
BL/ME25/03441,DELIVERY,BL/ME25/03441,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MC008,,31549,500,294,COSTUMER LOCATION,,,,,Unité(s),EVOLUTION,True,100,2800,0.037,0,False
BL/ME25/03441,DELIVERY,BL/ME25/03441,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MC008,,31595,500,548,COSTUMER LOCATION,,,,,Unité(s),EVOLUTION PLUS,True,100,1200,0.037,0,False
BL/ME25/03441,DELIVERY,BL/ME25/03441,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MC008,,31473,600,529,COSTUMER LOCATION,,,,,Unité(s),DISPINA,True,100,1100,0.037,0,False
BL/ME25/03441,DELIVERY,BL/ME25/03441,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MC008,,31437,400,284,COSTUMER LOCATION,,,,,Unité(s),DISPINA,True,100,1000,0.037,0,True
BL/ME25/03441,DELIVERY,BL/ME25/03441,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MC008,,35596,120,200,COSTUMER LOCATION,,,,,Unité(s),ICON,True,60,2900,0.041,0,False
BL/ME25/03441,DELIVERY,BL/ME25/03441,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MC008,,34392,80,106,COSTUMER LOCATION,,,,,Unité(s),ICON,True,80,2200,0.041,0,False
BL/ME25/03441,DELIVERY,BL/ME25/03441,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MC008,,34392,0,106,COSTUMER LOCATION,,,,,Unité(s),ICON,True,80,2200,0.041,0,False
BL/ME25/03441,DELIVERY,BL/ME25/03441,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MC008,,31495,75,35,COSTUMER LOCATION,,,,,Unité(s),DISPINA METALIC,True,75,2600,0.037,0,True
BL/ME25/03441,DELIVERY,BL/ME25/03441,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MC008,,31674,100,1403,COSTUMER LOCATION,,,,,Unité(s),LARISSA,True,100,2500,0.041,0,True
BL/ME25/03441,DELIVERY,BL/ME25/03441,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MC008,,31440,40,66,COSTUMER LOCATION,,,,,Unité(s),DISPINA,True,40,1200,0.037,0,True
BL/ME25/03441,DELIVERY,BL/ME25/03441,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MC008,,32002,90,627,COSTUMER LOCATION,,,,,Unité(s),OCTANS,True,90,1000,0.041,0,False
BL/ME25/03441,DELIVERY,BL/ME25/03441,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MC008,,32000,80,627,COSTUMER LOCATION,,,,,Unité(s),OCTANS,True,40,1200,0.041,0,False
BL/ME25/03441,DELIVERY,BL/ME25/03441,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MC008,,31992,300,342,COSTUMER LOCATION,,,,,Unité(s),OBERON,True,100,2400,0.041,0,False
BL/ME25/03441,DELIVERY,BL/ME25/03441,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MC008,,31985,400,502,COSTUMER LOCATION,,,,,Unité(s),OBERON,True,80,2300,0.041,0,False
BL/ME25/03441,DELIVERY,BL/ME25/03441,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MC008,,34015,500,627,COSTUMER LOCATION,,,,,Unité(s),ICON,True,100,1100,0.041,0,False
BL/ME25/03441,DELIVERY,BL/ME25/03441,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MC008,,34403,200,625,COSTUMER LOCATION,,,,,Unité(s),ICON,True,100,2600,0.041,0,False
BL/ME25/03441,DELIVERY,BL/ME25/03441,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MC008,,34016,500,647,COSTUMER LOCATION,,,,,Unité(s),ICON,True,100,1100,0.041,0,False
BL/ME25/03441,DELIVERY,BL/ME25/03441,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MC008,,35585,500,626,COSTUMER LOCATION,,,,,Unité(s),ICON,True,100,2400,0.041,0,False
BL/ME25/03441,DELIVERY,BL/ME25/03441,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MC008,,31766,80,1403,COSTUMER LOCATION,,,,,Unité(s),MOULURE,True,80,3000,0.0032,0,False
BL/ME25/03441,DELIVERY,BL/ME25/03441,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MC008,,31730,480,533,COSTUMER LOCATION,,,,,Unité(s),MONO ACCESSOIRES,True,60,3000,0.034,0,True
BL/ME25/03441,DELIVERY,BL/ME25/03441,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MC008,,31730,120,535,COSTUMER LOCATION,,,,,Unité(s),MONO ACCESSOIRES,True,60,3000,0.034,0,True
BL/ME25/03441,DELIVERY,BL/ME25/03441,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MC008,,31556,300,20,COSTUMER LOCATION,,,,,Unité(s),EVOLUTION,True,100,2100,0.037,0,False
BL/ME25/03441,DELIVERY,BL/ME25/03441,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MC008,,31543,500,294,COSTUMER LOCATION,,,,,Unité(s),EVOLUTION,True,100,2000,0.037,0,False
BL/ME25/03441,DELIVERY,BL/ME25/03441,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MC008,,31482,500,542,COSTUMER LOCATION,,,,,Unité(s),DISPINA,True,100,1000,0.037,0,False
BL/ME25/03441,DELIVERY,BL/ME25/03441,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MC008,,31453,120,530,COSTUMER LOCATION,,,,,Unité(s),DISPINA,True,60,2900,0.037,0,True
BL/ME25/03441,DELIVERY,BL/ME25/03441,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MC008,,31732,2000,540,COSTUMER LOCATION,,,,,Unité(s),MONO ACCESSOIRES,True,200,1300,0.034,0,True
BL/ME25/03441,DELIVERY,BL/ME25/03441,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MC008,,35595,160,292,COSTUMER LOCATION,,,,,Unité(s),ICON,True,80,2100,0.041,0,False
BL/ME25/03441,DELIVERY,BL/ME25/03441,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MC008,,34393,60,537,COSTUMER LOCATION,,,,,Unité(s),ICON,True,60,2100,0.041,0,False
BL/ME25/03441,DELIVERY,BL/ME25/03441,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MC008,,34393,180,388,COSTUMER LOCATION,,,,,Unité(s),ICON,True,60,2100,0.041,0,False
BL/ME25/03441,DELIVERY,BL/ME25/03441,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MC008,,31494,80,3,COSTUMER LOCATION,,,,,Unité(s),DISPINA METALIC,True,80,2500,0.037,0,True
BL/ME25/03441,DELIVERY,BL/ME25/03441,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MC008,,31470,50,284,COSTUMER LOCATION,,,,,Unité(s),DISPINA,True,50,2200,0.037,0,False
BL/ME25/03441,DELIVERY,BL/ME25/03441,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MC008,,34209,9,304,COSTUMER LOCATION,,,,,Unité(s),ORION,True,9,2900,0.026,0,False
BL/ME25/03463,DELIVERY,BL/ME25/03463,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MK002,,31437,600,1403,COSTUMER LOCATION,,,,,Unité(s),DISPINA,True,100,1000,0.037,0,True
BL/ME25/03463,DELIVERY,BL/ME25/03463,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MK002,,31449,600,284,COSTUMER LOCATION,,,,,Unité(s),DISPINA,True,100,1600,0.037,0,True
BL/ME25/03463,DELIVERY,BL/ME25/03463,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MK002,,31461,200,529,COSTUMER LOCATION,,,,,Unité(s),DISPINA,True,100,1600,0.037,0,False
BL/ME25/03463,DELIVERY,BL/ME25/03463,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MK002,,31463,2000,627,COSTUMER LOCATION,,,,,Unité(s),DISPINA,True,100,3000,0.037,0,False
BL/ME25/03463,DELIVERY,BL/ME25/03463,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MK002,,31473,800,1403,COSTUMER LOCATION,,,,,Unité(s),DISPINA,True,100,1100,0.037,0,False
BL/ME25/03463,DELIVERY,BL/ME25/03463,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MK002,,31482,400,284,COSTUMER LOCATION,,,,,Unité(s),DISPINA,True,100,1000,0.037,0,False
BL/ME25/03463,DELIVERY,BL/ME25/03463,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MK002,,35596,120,292,COSTUMER LOCATION,,,,,Unité(s),ICON,True,60,2900,0.041,0,False
BL/ME25/03463,DELIVERY,BL/ME25/03463,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MK002,,35574,600,626,COSTUMER LOCATION,,,,,Unité(s),ICON,True,100,2400,0.041,0,False
BL/ME25/03463,DELIVERY,BL/ME25/03463,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MK002,,35586,200,626,COSTUMER LOCATION,,,,,Unité(s),ICON,True,100,1400,0.041,0,False
BL/ME25/03463,DELIVERY,BL/ME25/03463,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MK002,,31796,60,27,COSTUMER LOCATION,,,,,Unité(s),MODULE,True,60,1100,0.037,0,True
BL/ME25/03463,DELIVERY,BL/ME25/03463,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MK002,,31801,120,18,COSTUMER LOCATION,,,,,Unité(s),MODULE,True,60,2400,0.037,0,True
BL/ME25/03463,DELIVERY,BL/ME25/03463,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MK002,,31953,60,46,COSTUMER LOCATION,,,,,Unité(s),MODULE,True,60,1700,0.037,0,False
BL/ME25/03463,DELIVERY,BL/ME25/03463,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MK002,,31994,800,305,COSTUMER LOCATION,,,,,Unité(s),OBERON,True,100,2400,0.041,0,False
BL/ME25/03463,DELIVERY,BL/ME25/03463,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MK002,,34201,75,286,COSTUMER LOCATION,,,,,Unité(s),ORION,True,25,2800,0.026,0,False
BL/ME25/03463,DELIVERY,BL/ME25/03463,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MK002,,34201,25,298,COSTUMER LOCATION,,,,,Unité(s),ORION,True,25,2800,0.026,0,False
BL/ME25/03463,DELIVERY,BL/ME25/03463,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MK002,,34202,100,502,COSTUMER LOCATION,,,,,Unité(s),ORION,True,25,1800,0.026,0,False
BL/ME25/03463,DELIVERY,BL/ME25/03463,2025-03-12 00:00:00,U001,CONFIRMED,Outbound to customer id MK002,,34203,40,286,COSTUMER LOCATION,,,,,Unité(s),ORION,True,20,1300,0.026,0,False
