id_produit,sku,nom_produit,unite_mesure,categorie,actif,colisage fardeau,colisage palette,volume pcs (m3),Poids(kg),Is_Gerbable,date,quantite_demande
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-07-21 11:07:16,64
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-07-26 08:42:08,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-07-29 09:42:03,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-08-02 08:00:48,128
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-08-02 08:39:37,64
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-08-09 08:01:32,64
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-08-10 12:57:28,64
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-08-14 13:05:52,96
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-08-17 08:34:26,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-08-19 13:59:16,100
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-08-23 07:49:19,64
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-08-24 07:40:51,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-08-26 14:29:27,64
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-08-30 11:46:07,64
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-08-31 12:59:43,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-09-03 09:15:59,64
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-09-15 08:07:20,160
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-09-16 07:39:16,64
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-09-17 12:52:30,96
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-09-18 13:38:21,160
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-09-20 13:11:27,64
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-09-22 14:16:13,64
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-09-23 09:44:13,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-09-23 12:30:30,64
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-09-24 13:01:13,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-09-28 07:28:20,320
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-09-28 07:24:28,96
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-09-28 10:07:47,96
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-09-28 10:44:26,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-10-02 08:53:04,5
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-10-02 09:26:35,5
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-10-08 09:36:57,1
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-10-09 13:05:18,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-10-11 08:12:58,96
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-10-12 08:10:09,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-10-20 07:17:34,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-10-25 08:19:24,800
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-10-26 10:59:41,160
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-10-29 10:23:25,160
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-10-30 07:22:18,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-11-02 07:20:42,128
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-11-05 07:23:23,96
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-11-05 09:30:19,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-11-08 09:24:51,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-11-11 13:03:23,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-11-11 13:26:26,1
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-11-12 10:34:25,50
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-11-13 11:03:44,64
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-11-23 07:19:46,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-11-24 14:18:09,224
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-11-24 13:30:09,300
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-11-25 08:18:15,1
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-12-06 08:42:23,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-12-15 07:17:02,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-12-22 12:13:52,200
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-12-22 15:09:28,96
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-12-24 08:33:30,20
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-12-27 07:25:55,288
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2025-12-27 07:51:36,320
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2026-01-03 07:54:47,32
31334,,,Unité(s),MOULURE,True,32,1600,0.0002,0,True,2026-01-08 11:50:02,30
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-05-05 07:23:30,64
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-05-07 08:02:34,32
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-05-14 07:39:29,64
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-05-19 07:28:37,32
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-05-20 10:01:17,32
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-05-21 13:43:13,32
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-05-22 08:47:23,96
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-05-29 09:41:15,100
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-05-29 13:10:41,20
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-05-30 08:26:30,12
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-06-08 08:14:21,64
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-06-23 09:27:53,32
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-06-30 08:22:59,32
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-06-30 09:22:15,64
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-07-01 08:08:47,64
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-07-10 08:21:41,64
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-07-11 11:20:35,32
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-07-20 11:55:53,64
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-07-31 14:42:06,32
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-08-03 08:57:59,32
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-08-04 08:17:42,32
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-08-05 10:20:48,96
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-08-08 07:52:54,416
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-08-08 10:33:44,224
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-08-11 08:41:48,32
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-08-27 10:38:09,32
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-09-11 09:09:24,32
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-09-15 09:38:32,32
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-09-30 07:48:07,32
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-10-03 11:36:18,64
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-10-08 07:56:42,96
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-10-10 09:22:07,32
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-10-23 07:46:48,1
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-10-23 08:30:30,32
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-10-29 08:15:37,64
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-10-30 08:48:33,352
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-11-02 11:48:01,32
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-11-03 07:44:18,96
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-11-04 12:31:53,1216
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-11-06 10:02:36,32
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-11-07 12:26:44,4
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-11-07 14:38:34,32
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-11-09 08:49:12,30
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-11-10 10:47:17,32
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-11-10 13:42:08,64
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-11-10 14:21:05,32
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-11-17 07:58:06,288
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-11-20 13:17:54,6
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-11-20 14:06:47,598
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-11-20 14:09:15,598
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-11-23 07:42:58,160
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-11-27 14:07:10,1
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-11-30 07:26:32,96
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-12-01 10:36:56,64
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-12-03 12:51:17,1
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-12-04 07:47:51,32
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-12-05 11:56:51,160
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-12-10 12:44:44,64
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-12-10 13:51:54,64
31335,,,Unité(s),MOULURE,True,32,2100,0.00025,0,True,2024-12-15 08:31:52,96
