id_produit,date,quantite_demande,categorie,colisage fardeau,volume pcs (m3),Is_Gerbable
31334,2025-05-18 07:57:07,96,MOULURE,32,0.0002,True
31334,2025-05-21 08:31:04,64,MOULURE,32,0.0002,True
31334,2025-05-21 14:18:55,32,MOULURE,32,0.0002,True
31334,2025-05-25 14:13:34,10,MOULURE,32,0.0002,True
31334,2025-05-27 10:56:54,1,MOULURE,32,0.0002,True
31334,2025-05-28 07:33:42,64,MOULURE,32,0.0002,True
31334,2025-06-02 07:46:12,128,MOULURE,32,0.0002,True
31334,2025-06-12 13:20:07,64,MOULURE,32,0.0002,True
31334,2025-06-23 07:53:39,64,MOULURE,32,0.0002,True
31334,2025-06-25 14:49:50,1,MOULURE,32,0.0002,True
31334,2025-06-29 07:42:10,160,MOULURE,32,0.0002,True
31334,2025-07-08 08:16:11,32,MOULURE,32,0.0002,True
31334,2025-07-08 11:34:09,10,MOULURE,32,0.0002,True
31334,2025-07-09 08:56:03,96,MOULURE,32,0.0002,True
31334,2025-07-09 14:23:23,32,MOULURE,32,0.0002,True
31334,2025-07-13 07:55:34,64,MOULURE,32,0.0002,True
31334,2025-07-13 09:13:52,64,MOULURE,32,0.0002,True
31334,2025-07-13 12:47:19,96,MOULURE,32,0.0002,True
31334,2025-07-15 07:29:12,1700,MOULURE,32,0.0002,True
31334,2025-07-15 09:00:34,128,MOULURE,32,0.0002,True
31334,2025-07-15 11:51:37,32,MOULURE,32,0.0002,True
31334,2025-07-21 11:07:16,64,MOULURE,32,0.0002,True
31334,2025-07-26 08:42:08,32,MOULURE,32,0.0002,True
31334,2025-07-29 09:42:03,32,MOULURE,32,0.0002,True
31334,2025-08-02 08:00:48,128,MOULURE,32,0.0002,True
31334,2025-08-02 08:39:37,64,MOULURE,32,0.0002,True
31334,2025-08-09 08:01:32,64,MOULURE,32,0.0002,True
31334,2025-08-10 12:57:28,64,MOULURE,32,0.0002,True
31334,2025-08-14 13:05:52,96,MOULURE,32,0.0002,True
31334,2025-08-17 08:34:26,32,MOULURE,32,0.0002,True
31334,2025-08-19 13:59:16,100,MOULURE,32,0.0002,True
31334,2025-08-23 07:49:19,64,MOULURE,32,0.0002,True
31334,2025-08-24 07:40:51,32,MOULURE,32,0.0002,True
31334,2025-08-26 14:29:27,64,MOULURE,32,0.0002,True
31334,2025-08-30 11:46:07,64,MOULURE,32,0.0002,True
31334,2025-08-31 12:59:43,32,MOULURE,32,0.0002,True
31334,2025-09-03 09:15:59,64,MOULURE,32,0.0002,True
31334,2025-09-15 08:07:20,160,MOULURE,32,0.0002,True
31334,2025-09-16 07:39:16,64,MOULURE,32,0.0002,True
31334,2025-09-17 12:52:30,96,MOULURE,32,0.0002,True
31334,2025-09-18 13:38:21,160,MOULURE,32,0.0002,True
31334,2025-09-20 13:11:27,64,MOULURE,32,0.0002,True
31334,2025-09-22 14:16:13,64,MOULURE,32,0.0002,True
31334,2025-09-23 09:44:13,32,MOULURE,32,0.0002,True
31334,2025-09-23 12:30:30,64,MOULURE,32,0.0002,True
31334,2025-09-24 13:01:13,32,MOULURE,32,0.0002,True
31334,2025-09-28 07:24:28,96,MOULURE,32,0.0002,True
31334,2025-09-28 07:28:20,320,MOULURE,32,0.0002,True
31334,2025-09-28 10:07:47,96,MOULURE,32,0.0002,True
31334,2025-09-28 10:44:26,32,MOULURE,32,0.0002,True
31334,2025-10-02 08:53:04,5,MOULURE,32,0.0002,True
31334,2025-10-02 09:26:35,5,MOULURE,32,0.0002,True
31334,2025-10-08 09:36:57,1,MOULURE,32,0.0002,True
31334,2025-10-09 13:05:18,32,MOULURE,32,0.0002,True
31334,2025-10-11 08:12:58,96,MOULURE,32,0.0002,True
31334,2025-10-12 08:10:09,32,MOULURE,32,0.0002,True
31334,2025-10-20 07:17:34,32,MOULURE,32,0.0002,True
31334,2025-10-25 08:19:24,800,MOULURE,32,0.0002,True
31334,2025-10-26 10:59:41,160,MOULURE,32,0.0002,True
31334,2025-10-29 07:54:52,160,MOULURE,32,0.0002,True
31334,2025-10-29 10:23:25,160,MOULURE,32,0.0002,True
31334,2025-10-30 07:22:18,32,MOULURE,32,0.0002,True
31334,2025-11-02 07:20:42,128,MOULURE,32,0.0002,True
31334,2025-11-05 07:23:23,96,MOULURE,32,0.0002,True
31334,2025-11-05 09:30:19,32,MOULURE,32,0.0002,True
31334,2025-11-08 09:24:51,32,MOULURE,32,0.0002,True
31334,2025-11-11 13:03:23,32,MOULURE,32,0.0002,True
31334,2025-11-11 13:26:26,1,MOULURE,32,0.0002,True
31334,2025-11-12 10:34:25,50,MOULURE,32,0.0002,True
31334,2025-11-13 11:03:44,64,MOULURE,32,0.0002,True
31334,2025-11-23 07:19:46,32,MOULURE,32,0.0002,True
31334,2025-11-24 13:30:09,300,MOULURE,32,0.0002,True
31334,2025-11-24 14:18:09,224,MOULURE,32,0.0002,True
31334,2025-11-25 08:18:15,1,MOULURE,32,0.0002,True
31334,2025-12-06 08:42:23,32,MOULURE,32,0.0002,True
31334,2025-12-15 07:17:02,32,MOULURE,32,0.0002,True
31334,2025-12-22 12:13:52,200,MOULURE,32,0.0002,True
31334,2025-12-22 15:09:28,96,MOULURE,32,0.0002,True
31334,2025-12-24 08:33:30,20,MOULURE,32,0.0002,True
31334,2025-12-27 07:25:55,288,MOULURE,32,0.0002,True
31334,2025-12-27 07:51:36,320,MOULURE,32,0.0002,True
31334,2026-01-03 07:54:47,32,MOULURE,32,0.0002,True
31334,2026-01-08 11:50:02,30,MOULURE,32,0.0002,True
31335,2024-01-07 13:55:48,512,MOULURE,32,0.00025,True
31335,2024-01-09 07:51:37,32,MOULURE,32,0.00025,True
31335,2024-01-10 12:56:19,32,MOULURE,32,0.00025,True
31335,2024-01-15 09:28:39,64,MOULURE,32,0.00025,True
31335,2024-01-15 12:31:39,64,MOULURE,32,0.00025,True
31335,2024-01-21 08:00:15,32,MOULURE,32,0.00025,True
31335,2024-01-21 14:33:04,64,MOULURE,32,0.00025,True
31335,2024-01-23 10:31:26,32,MOULURE,32,0.00025,True
31335,2024-02-04 07:38:12,32,MOULURE,32,0.00025,True
31335,2024-02-06 09:30:46,32,MOULURE,32,0.00025,True
31335,2024-02-12 07:48:54,100,MOULURE,32,0.00025,True
31335,2024-02-13 14:43:54,64,MOULURE,32,0.00025,True
31335,2024-02-15 09:55:15,96,MOULURE,32,0.00025,True
31335,2024-02-21 07:39:39,64,MOULURE,32,0.00025,True
31335,2024-02-25 08:40:13,32,MOULURE,32,0.00025,True
31335,2024-03-04 08:54:38,64,MOULURE,32,0.00025,True
31335,2024-03-14 11:46:13,32,MOULURE,32,0.00025,True
31335,2024-03-18 12:35:04,32,MOULURE,32,0.00025,True
31335,2024-03-20 10:56:41,64,MOULURE,32,0.00025,True
31335,2024-03-23 10:02:52,64,MOULURE,32,0.00025,True
31335,2024-04-03 08:13:41,32,MOULURE,32,0.00025,True
31335,2024-04-15 13:41:44,32,MOULURE,32,0.00025,True
31335,2024-04-17 08:22:37,30,MOULURE,32,0.00025,True
31335,2024-04-17 12:20:33,2,MOULURE,32,0.00025,True
31335,2024-05-05 07:23:30,64,MOULURE,32,0.00025,True
31335,2024-05-07 08:02:34,32,MOULURE,32,0.00025,True
31335,2024-05-14 07:39:29,64,MOULURE,32,0.00025,True
31335,2024-05-19 07:28:37,32,MOULURE,32,0.00025,True
31335,2024-05-20 10:01:17,32,MOULURE,32,0.00025,True
31335,2024-05-21 13:43:13,32,MOULURE,32,0.00025,True
31335,2024-05-22 08:47:23,96,MOULURE,32,0.00025,True
31335,2024-05-29 09:41:15,100,MOULURE,32,0.00025,True
31335,2024-05-29 13:10:41,20,MOULURE,32,0.00025,True
31335,2024-05-30 08:26:30,12,MOULURE,32,0.00025,True
31335,2024-06-08 08:14:21,64,MOULURE,32,0.00025,True
31335,2024-06-23 09:27:53,32,MOULURE,32,0.00025,True
31335,2024-06-30 08:22:59,32,MOULURE,32,0.00025,True
31335,2024-06-30 09:22:15,64,MOULURE,32,0.00025,True
31335,2024-07-01 08:08:47,64,MOULURE,32,0.00025,True
31335,2024-07-10 08:21:41,64,MOULURE,32,0.00025,True
31335,2024-07-11 11:20:35,32,MOULURE,32,0.00025,True
31335,2024-07-20 11:55:53,64,MOULURE,32,0.00025,True
31335,2024-07-31 14:42:06,32,MOULURE,32,0.00025,True
31335,2024-08-03 08:57:59,32,MOULURE,32,0.00025,True
31335,2024-08-04 08:17:42,32,MOULURE,32,0.00025,True
31335,2024-08-05 10:20:48,96,MOULURE,32,0.00025,True
31335,2024-08-08 07:52:54,416,MOULURE,32,0.00025,True
31335,2024-08-08 10:33:44,224,MOULURE,32,0.00025,True
31335,2024-08-11 08:41:48,32,MOULURE,32,0.00025,True
31335,2024-08-27 10:38:09,32,MOULURE,32,0.00025,True
31335,2024-09-11 09:09:24,32,MOULURE,32,0.00025,True
31335,2024-09-15 09:38:32,32,MOULURE,32,0.00025,True
31335,2024-09-30 07:48:07,32,MOULURE,32,0.00025,True
31335,2024-10-03 11:36:18,64,MOULURE,32,0.00025,True
31335,2024-10-08 07:56:42,96,MOULURE,32,0.00025,True
31335,2024-10-10 09:22:07,32,MOULURE,32,0.00025,True
31335,2024-10-23 07:46:48,1,MOULURE,32,0.00025,True
31335,2024-10-23 08:30:30,32,MOULURE,32,0.00025,True
31335,2024-10-29 08:15:37,64,MOULURE,32,0.00025,True
31335,2024-10-30 08:48:33,352,MOULURE,32,0.00025,True
31335,2024-11-02 11:48:01,32,MOULURE,32,0.00025,True
31335,2024-11-03 07:44:18,96,MOULURE,32,0.00025,True
31335,2024-11-04 12:31:53,1216,MOULURE,32,0.00025,True
31335,2024-11-06 10:02:36,32,MOULURE,32,0.00025,True
31335,2024-11-07 12:26:44,4,MOULURE,32,0.00025,True
31335,2024-11-07 14:38:34,32,MOULURE,32,0.00025,True
31335,2024-11-09 08:49:12,30,MOULURE,32,0.00025,True
31335,2024-11-10 10:47:17,32,MOULURE,32,0.00025,True
31335,2024-11-10 13:42:08,64,MOULURE,32,0.00025,True
31335,2024-11-10 14:21:05,32,MOULURE,32,0.00025,True
31335,2024-11-17 07:58:06,288,MOULURE,32,0.00025,True
31335,2024-11-20 13:17:54,6,MOULURE,32,0.00025,True
31335,2024-11-20 14:06:47,598,MOULURE,32,0.00025,True
31335,2024-11-20 14:09:15,598,MOULURE,32,0.00025,True
31335,2024-11-23 07:42:58,160,MOULURE,32,0.00025,True
31335,2024-11-27 14:07:10,1,MOULURE,32,0.00025,True
31335,2024-11-30 07:26:32,96,MOULURE,32,0.00025,True
31335,2024-12-01 10:36:56,64,MOULURE,32,0.00025,True
31335,2024-12-03 12:51:17,1,MOULURE,32,0.00025,True
31335,2024-12-04 07:47:51,32,MOULURE,32,0.00025,True
31335,2024-12-05 11:56:51,160,MOULURE,32,0.00025,True
31335,2024-12-10 12:44:44,64,MOULURE,32,0.00025,True
31335,2024-12-10 13:51:54,64,MOULURE,32,0.00025,True
31335,2024-12-15 08:31:52,96,MOULURE,32,0.00025,True
31335,2024-12-16 10:17:53,10,MOULURE,32,0.00025,True
31335,2024-12-16 12:38:05,64,MOULURE,32,0.00025,True
31335,2024-12-17 14:16:54,64,MOULURE,32,0.00025,True
31335,2024-12-18 08:01:08,2,MOULURE,32,0.00025,True
31335,2024-12-18 08:32:13,32,MOULURE,32,0.00025,True
31335,2024-12-25 08:55:36,64,MOULURE,32,0.00025,True
31335,2025-01-06 09:37:00,64,MOULURE,32,0.00025,True
31335,2025-01-06 10:11:13,1,MOULURE,32,0.00025,True
31335,2025-01-13 14:19:39,64,MOULURE,32,0.00025,True
31335,2025-01-20 14:19:37,64,MOULURE,32,0.00025,True
31335,2025-01-22 14:29:48,64,MOULURE,32,0.00025,True
31335,2025-01-23 12:10:12,64,MOULURE,32,0.00025,True
31335,2025-01-25 14:12:46,32,MOULURE,32,0.00025,True
31335,2025-01-26 14:52:13,32,MOULURE,32,0.00025,True
31335,2025-02-01 10:23:42,32,MOULURE,32,0.00025,True
31335,2025-02-03 14:35:59,320,MOULURE,32,0.00025,True
31335,2025-02-06 09:06:38,32,MOULURE,32,0.00025,True
31335,2025-02-06 10:23:14,32,MOULURE,32,0.00025,True
31335,2025-02-10 14:18:23,32,MOULURE,32,0.00025,True
31335,2025-02-11 10:27:47,32,MOULURE,32,0.00025,True
31335,2025-02-12 10:44:47,4,MOULURE,32,0.00025,True
31335,2025-02-16 08:10:39,64,MOULURE,32,0.00025,True
31335,2025-02-20 12:56:23,32,MOULURE,32,0.00025,True
31335,2025-02-24 09:51:03,32,MOULURE,32,0.00025,True
31335,2025-03-16 07:18:52,160,MOULURE,32,0.00025,True
31335,2025-03-16 13:06:21,30,MOULURE,32,0.00025,True
31335,2025-04-06 10:08:22,250,MOULURE,32,0.00025,True
31335,2025-04-09 07:27:32,32,MOULURE,32,0.00025,True
31335,2025-04-12 07:59:58,64,MOULURE,32,0.00025,True
31335,2025-04-12 09:25:11,64,MOULURE,32,0.00025,True
31335,2025-04-17 12:54:22,32,MOULURE,32,0.00025,True
31335,2025-04-20 13:55:12,64,MOULURE,32,0.00025,True
31335,2025-04-22 09:02:14,128,MOULURE,32,0.00025,True
31335,2025-04-27 09:03:15,32,MOULURE,32,0.00025,True
31335,2025-04-28 08:08:36,96,MOULURE,32,0.00025,True
31335,2025-05-04 10:58:14,64,MOULURE,32,0.00025,True
31335,2025-05-05 07:59:06,32,MOULURE,32,0.00025,True
31335,2025-05-06 14:51:10,160,MOULURE,32,0.00025,True
31335,2025-05-08 09:14:28,32,MOULURE,32,0.00025,True
31335,2025-05-08 10:27:13,5,MOULURE,32,0.00025,True
31335,2025-05-15 07:59:55,64,MOULURE,32,0.00025,True
31335,2025-05-17 09:29:17,20,MOULURE,32,0.00025,True
31335,2025-05-18 08:35:11,32,MOULURE,32,0.00025,True
31335,2025-05-18 14:44:43,64,MOULURE,32,0.00025,True
31335,2025-05-27 10:56:54,1,MOULURE,32,0.00025,True
31335,2025-06-12 13:20:07,32,MOULURE,32,0.00025,True
31335,2025-06-23 07:53:39,64,MOULURE,32,0.00025,True
31335,2025-06-25 14:49:50,1,MOULURE,32,0.00025,True
31335,2025-06-29 07:42:10,160,MOULURE,32,0.00025,True
31335,2025-07-08 08:16:11,32,MOULURE,32,0.00025,True
31335,2025-07-08 11:34:09,10,MOULURE,32,0.00025,True
31335,2025-07-09 08:56:03,64,MOULURE,32,0.00025,True
31335,2025-07-09 14:23:23,32,MOULURE,32,0.00025,True
31335,2025-07-13 07:55:34,32,MOULURE,32,0.00025,True
31335,2025-07-13 09:13:52,64,MOULURE,32,0.00025,True
31335,2025-07-13 12:47:19,96,MOULURE,32,0.00025,True
31335,2025-07-15 07:57:55,128,MOULURE,32,0.00025,True
31335,2025-07-15 08:06:11,64,MOULURE,32,0.00025,True
31335,2025-07-21 10:38:19,32,MOULURE,32,0.00025,True
31335,2025-07-26 08:42:08,32,MOULURE,32,0.00025,True
31335,2025-08-02 08:00:48,128,MOULURE,32,0.00025,True
31335,2025-08-09 08:01:32,64,MOULURE,32,0.00025,True
31335,2025-08-10 12:57:28,64,MOULURE,32,0.00025,True
31335,2025-08-14 13:05:52,64,MOULURE,32,0.00025,True
31335,2025-08-19 08:04:40,160,MOULURE,32,0.00025,True
31335,2025-08-19 13:59:16,15,MOULURE,32,0.00025,True
31335,2025-08-20 07:18:52,64,MOULURE,32,0.00025,True
31335,2025-08-31 12:59:43,32,MOULURE,32,0.00025,True
31335,2025-09-03 08:55:00,64,MOULURE,32,0.00025,True
31335,2025-09-09 15:03:49,32,MOULURE,32,0.00025,True
31335,2025-09-15 08:07:20,160,MOULURE,32,0.00025,True
31335,2025-09-17 12:52:30,96,MOULURE,32,0.00025,True
31335,2025-09-20 13:11:27,64,MOULURE,32,0.00025,True
31335,2025-09-22 14:16:13,64,MOULURE,32,0.00025,True
31335,2025-09-23 09:44:13,32,MOULURE,32,0.00025,True
31335,2025-09-24 13:01:13,32,MOULURE,32,0.00025,True
31335,2025-09-28 07:28:20,320,MOULURE,32,0.00025,True
31335,2025-09-28 10:07:47,96,MOULURE,32,0.00025,True
31335,2025-09-28 10:44:26,32,MOULURE,32,0.00025,True
31335,2025-09-30 12:55:47,64,MOULURE,32,0.00025,True
31335,2025-10-02 08:53:04,5,MOULURE,32,0.00025,True
31335,2025-10-02 09:26:35,5,MOULURE,32,0.00025,True
31335,2025-10-08 09:36:57,1,MOULURE,32,0.00025,True
31335,2025-10-09 13:05:18,32,MOULURE,32,0.00025,True
31335,2025-10-11 08:12:58,64,MOULURE,32,0.00025,True
31335,2025-10-11 12:15:58,32,MOULURE,32,0.00025,True
31335,2025-10-20 07:17:34,32,MOULURE,32,0.00025,True
31335,2025-10-25 08:19:24,800,MOULURE,32,0.00025,True
31335,2025-10-26 07:42:56,64,MOULURE,32,0.00025,True
31335,2025-10-26 10:59:41,160,MOULURE,32,0.00025,True
31335,2025-10-26 12:53:48,128,MOULURE,32,0.00025,True
31335,2025-10-29 07:54:52,192,MOULURE,32,0.00025,True
31335,2025-10-29 10:23:25,192,MOULURE,32,0.00025,True
31335,2025-10-30 07:22:18,32,MOULURE,32,0.00025,True
31335,2025-11-05 07:23:23,96,MOULURE,32,0.00025,True
31335,2025-11-05 09:30:19,32,MOULURE,32,0.00025,True
31335,2025-11-11 13:26:26,1,MOULURE,32,0.00025,True
31335,2025-11-12 10:34:25,50,MOULURE,32,0.00025,True
31335,2025-11-13 11:03:44,32,MOULURE,32,0.00025,True
31335,2025-11-23 07:19:46,32,MOULURE,32,0.00025,True
31335,2025-11-24 14:18:09,224,MOULURE,32,0.00025,True
31335,2025-12-06 08:42:23,32,MOULURE,32,0.00025,True
31335,2025-12-15 07:17:02,32,MOULURE,32,0.00025,True
31335,2025-12-17 08:08:09,160,MOULURE,32,0.00025,True
31335,2025-12-22 15:09:28,64,MOULURE,32,0.00025,True
31335,2025-12-24 08:33:30,20,MOULURE,32,0.00025,True
31335,2025-12-27 07:25:55,288,MOULURE,32,0.00025,True
31335,2025-12-28 08:55:16,96,MOULURE,32,0.00025,True
31335,2026-01-08 11:50:02,30,MOULURE,32,0.00025,True
